Aboni gazeton, revuon, servon, dissendolisto.
Kion vi komprenas per lukso?
Kion vi opinias pri ja?
Kion vi opinias pri tio?
Kion vi pensas pri enketoj?
Kion vi pensas pri naturo?
Kion vi pensas pri tio?
Kion vi pensas pri ĝi?
Kion vi pensas?“ li demandis.
Kion vi povas fari ĝuste?
Kion vi respondas al ili?
Kion vi respondas al tio?
Kion vi ricevas de li?
Kion vi volas de mi?
Kion volas legi la onklo?
Kion ŝi de li deziras?
Kion ĝi diras al vi?
Kion ĝi postulos de ni?
Kion ŝi sendas al vi?
Kipĉakoj parolis la kipĉakan lingvon.
Kirloj kaj boloj en Rusio.
Kiu al vi tion diris?
Kiu alportas la unuajn financadojn?
Kiu asertas tion, tiu mensogas.
Kiu atakis, kiu sin defendis?
Kiu bezonas tiun majestan stilon?
Kiu de mi hundon forpelos?
Kiu de vi pli surpriziĝis?
Kiu diablo forprenis vian menson?
Kiu difino por verdaj vojoj?
Kiu diris tion al vi?
Kiu donas tion al ni?
Kiu ekkorespondis kun eksterlandaj samideanoj?
Kiu el vi povas kontraŭi?
Kiu el vi volas militon?
Kiu elemento helpos al ni?
Kiu en via muzeo fosis?
Kiu esperantisto aplikas tian esprimon?
Kiu estas en la ĉambro?
Kiu estas enterigita ĉi tie?
Kiu estas la nutraĵo pereema?
Kiu estas la sekvenda vojo?
Kiu estas muziko sen harmonio?
Kiu estas via nomo, sinjoro?
Kiu estis en la ĝardeno?
Kiu estis tiu malkutima esperantisto?
Kiu fanfaronas, ne kreas reputacion.
Kiu havas nenion, estas nenio.
Kiu havas oron, havas honoron.
Kiu havis motivon por tio?
Kiu interflustradis, kiu almontradis min?
Kiu kaj kiam decidis tion?
Kiu kaptis la anason unue?
Kiu kuraĝas rajdi sur leono?
Kiu kuŝis en tiu tombo?
Kiu laborejo estis ĉi tie?
Kiu lin donos al mi?
Kiu malamas du novajn ŝuojn?
Kiu meritas nekrologon en ĵurnalo?
Kiu nome tion povas konfirmi?
Kiu okupiĝis pri tiuj refaroj?
Kiu pordo malfermiĝos antaŭ li?
Kiu povas disputi kun ĝi?
Kiu povis difekti la meĥanismon?
Kiu povus entrepreni tian esploron?
Kiu rekonstruus post ĉio ĉi?
Kiu respondecas pri tia kazo?
Kiu scias kie tio finiĝos?
Kiu scias, kio okazos piste?
Kiu sur Leningradon bombojn ĵetadis?
Kiu tago estus plej taŭga?
Kiu venus al tio nun?
Kiu vi estas, mirakla gastino?
Kiu vin sendis ĉi tien?
Kiu vivos – tiu vidos.
Kiu volas viziti la onklon?
Kiuj bestoj dormetis apud ili?
Kiuj estas la aliaj malhelpaĵoj?
Kiuj estas la bazaj diferencoj?
Kiuj estas tiuj novaj gastoj?
Kiuj estus por vi problemoj?
Kiuj ludoj ne estas matricaj?
Kiuj partoprenas en la defio?
Kiuj regantoj ne estas fiuloj?
Kiujn aliajn elektojn vi havas?
Kiujn nombrosistemojn vi plej ŝatas?
Kiujn verajn intencojn havas Usono?
Kiujn ĉefajn malfacilaĵojn vi spertis?
Kiun celon vi esperas atingi?
Kiun daton ni havas hodiaŭ?
Kiun do el la du?
Kiun koston vi povas pagi?
Kiun oni en li subkomprenas?
Kiun vi blasfemis kaj insultis?
Kiun viandon vi plej ŝatas?
Kiun ŝi serĉis, aŭ kion?
Klaku al la cirkloj dekstre.
Klaku ĉi tien por aliĝi.
Klaraj, facilaj kaj kleraj rekomendoj.
Klare malfavoraj komentoj estis maloftaj.
Klare, ĝi estis pure psikologia.
Klarecon, difinitecon de ideo, skalon.
Klaro tamen silentis dum momento.
Klasikaj teleskopoj estis uzantaj lensojn.
Klaĉo ofte kaŭzas malverajn famojn.
Klerigado helpos nin fari tion.
Klingo grandecoj varias inter modeloj.
Klopodo fraŭdi estas klopodo fraŭdi.
Knabeto enuis en la parko.
Knabo revenas hejmen el lernejo.
Knabo, tio estas ja invento!
Kolegoj vokis lin unufoje, duafoje.
Kolegoj, kiuj foriradis de responso.
Kolektiĝas kaj en batalo foriras!
Koloras ĝustan sintenon kaj humoroj.
Kombino kondutas kiel simpla radiko.
Komencantoj kaj gastoj estas bonvenaj!
Komence aperas infanoj, poste nepoj.
Komence mi ne konstatis tion.
Komence mi ĝin ne atentis.
Komence oni deva esti homo.
Komence oni ne uzis gantojn.
Komencite, la afero rapide kreskis.
Komenciĝis la Dua Patrolanda Milito.
Komenciĝis la atendado, la observado.
Komenciĝis strataj bataloj kaj venĝoj.
Komentoj, kiel ĉiam, estas bonvenaj.
Kompare, retpoŝto estas ege juna.
Kompatindulino, kiel brulas ŝiaj okuletoj!
Kompendio de la sciencista ateisto.
Kompletigoj kaj korektoj estas bonvenaj.
Kompleza juĝisto faros la ceteron.
Komprene kaj ne sen ruzeco.
Kompreneble estas ankaŭ aliaj kialoj.
Kompreneble havebla en iuj bibliotekoj.
Kompreneble iu povus traduki ĉion.
Kompreneble jes kaj sufiĉe grave.
Kompreneble laŭ planoj de fakuloj.
Kompreneble min emociis ŝia respondo.
Kompreneble multe ŝanĝiĝis niaj karakteroj.
Kompreneble ne eblis uzi Interreton.
Kompreneble ni rimarkis kelkajn malfortojn.
Kompreneble policanoj scias pri tio.
Kompreneble tia rezulto estas laŭdinda.
Kompreneble tuj venis terura angoro.
Kompreneble ĉi tio estas ŝerco.
Kompreneble, Lingvoilo ne estas perfekta.
Kompreneble, alikaze ne estus decido.
Kompreneble, estis ja varmega somermezo.
Kompreneble, neniu deziris aŭskulti ilin.
Kompreneble, se oni manipulas ĝuste.
Kompreneble, tio estis farita intence.
Kompreneble, ĝi ne estas simpla.
Kompreneble, ĝi ne estis plena.
Kompreneble, ĉu ne, tute facile.
Komprenu, ke mi estas ŝokita!
Komputado de sugestoj estas temporaba.
Komputilo por aŭtomate ludigi sintezilon.
Komunaj aferoj kun la fraĉjoj.
Komunismon oni ne devas prikraĉi.
Konata ekzemplo estas kristaliĝinta ardezo.
Koncerto stranga, sed ne simpatia!
Koncize prezentita ankaŭ la lingvo.
Konekti duan telefonaparaton kaj aŭskulti.
Konfuzita pri kio teksto lin.
Konklude mi ankoraŭ aldonas peton.
Konkretan homon de konkreta murdanto.
Konkretan jaron mi ne memoras.
Konkrete, la afero prezentiĝas jene.
Konkurado inter firmaoj instigas inventadon.
Konkure al mil aliaj hobioj.
Konsekvencoj de la nova pensado.
Konservan taskon havas ankaŭ arkivoj.
Konsiderado de avantaĝoj kaj malavantaĝoj.
Konsiderata estonta specio Preskaŭ Minacata.
Konsideru do ĝian enhavon singardeme.
Konstanta Komitato de la Kongresoj.
Konstante en streso, lacepelita, streĉita.
Konstruaĵoj for de siaj bazoj.
Konsumismo ankaŭ estas terura suferado.
Kontraŭ mi eblas nur batali.
Kontrolu nian filmeton ĉi tie.
Kontrolu ĝin sur ajna uzanto.
Konu plie ĉe Oftaj demandoj.
Konvenas konservi la unuiĝintan merkaton.
Korajn salutojn por feliĉa semajnfino.
Koran dankon por la informo.
Koran dankon por la konversacio.
Koran dankon por via klarigo.
Koran dankon pro viaj laboradoj!
Koran dankon, mi facile komprenis.
Korpa ekzercado mankas al mi.
Kosmetika faraĵo estas tute nekomparebla.
Kosovo deklaras sendependecon disde Serbio.
Kredu almenaŭ al miaj vundoj!
Kredu min, estas vera plezuro.
Kredu min, ke estas infanaĵo.
Kredu min, tio estas malvero.
Kredu tion se vi volas.
Kredu, estas senco savi lin.
Kreemon estas simple konektante aferoj.
Krei imagon, ĉu vi komprenas?
Kreiĝas ankaŭ specifa marborda mikroklimato.
Kreiĝis multaj monaĥejoj kaj fortikaĵoj.
Kreskado funkcias per daŭra stimulado.
Kriegis kaj ekbatis kun mi.
Kristanismo konsideras tiun ideon herezaĵo.
Kristiano tuj sentis skuon animan.
Kristo atentigas nin pri tio.
Kriston ni festas kun jubilo.
Kritiko estas pozitiva kaj negativa.
Krom beletrojn, li ŝatis matematikon.
Krom se mi volas matenmanĝi.
Kromaj rimedoj, Sciigoj pri lingvo.
Krome ekzistas bestobredado kaj minado.
Krome estos pliaj interesaj prelegoj.
Krome li neas la Holokaŭston.
Krome ne ĉiuj lingvoj kongruas.
Krome pluraj francaj esperantistoj kunlaboris.
Krome skribu Vian sinceran opinion!
Krome ĝi fiksas minimuman libertempon.
Krome, ili sentas sin respektataj.
Krome, mi vokis malklarajn suspektojn.
Krome, ĝi ne estas normigita.
Krome, ĝi plibonigis ankaŭ lernadon.
Kruela rajtigilo pro senpuna murdado.
Kruelaj lupoj atakas senesperan gorilon.
Kruroj kaj piedoj estas flavecaj.
Kuirarte Koreio estas tre alloga.
Kulpigi kaj kondamni estas facile.
Kulturaj kuniĝoj estas pli evidentaj.
Kulturo dum la sovetia epoko.
Kun Vi ne ekzistas nekorektebla.
Kun barbo, ĉu vi imagas?
Kun baseno kaj kvin tuboj.
Kun fotoj, intervjuoj kaj publikaĵoj.
Kun granda admiro kaj dankemo.
Kun granda malĝojo ili lamentis.
Kun kio oni nun fritas?
Kun kiu li ludas ŝakon?
Kun kolegino mi ĉeestis koncerton.
Kun kraĉujoj anstataŭ eterna flamo.
Kun li ne eblis disputi.
Kun miro ŝi rigardis lin.
Kun multe vi estos konfuzita.
Kun originalaj kaj tradukitaj literaturaĵoj.
Kun salo, pipro kaj spico.
Kun tia neniu amindumanto pereos.
Kun tia oni ne pereas.
Kun tiu afero ne ŝercu.
Kune kun ĝuu en Esperanto!
Kunigi malsamajn vojojn ne indas.
Kuniĝas spertuloj pri la temo.
Kunklakigis la maleolojn kaj manplatojn.
Kunlaboremuloj ekzistas en tiuj terenoj.
Kunportu tamen paperon kaj krajonojn.
Kuriero moviĝas laŭlonge de diagonaloj.
Kurso estas volontula kaj senpaga.
Kursoj aliloke de Krea Komunaĵo.
Kutime implicas malpli grandan prezon.
Kutime mi iradis hejmen perpiede.
Kutime okazas interesaj, diverstemaj prelegoj.
Kutime oni devas publikigi ĝin.
Kutime predas per malalta flugo.
Kutime temas pri belaj junulinoj.
Kvalito venas unue ĉi tie.
Kvankam dekomence ni ne sukcesis.
Kvankam ekzistas io pli grava.
Kvankam escepte de la pordo.
Kvankam la letero estis neatendita.
Kvankam maljuna, ŝi malofte malsaniĝas.
Kvanto de leŭkocito ne stabiliĝis.
Kvar jarojn ĝi furiozis senlace.
Kvar kestoj, plenŝtopitaj de elektronikaĵoj.
Kvarcent kestoj da kanelitaj boltoj.
Kvarcent metroj da plena beleco.
Kvare, ĉi tie estas homoj.
Kvazaŭ enciklopedio el interesaj artikoloj.
Kvazaŭ li malŝparus Dian mizerikordon.
Kvazaŭ li remaĉus kiel bovo.
Kvazaŭ oni alkutimiĝus al ĉio.
Kvazaŭ sub la teron falis.
Kvazaŭ temus pri filmo rapidmova.
Kvazaŭ vi min ne bezonas.
Kvin kaj sep, dek du.
Kvin tagojn poste ĉio pretis.
Kvin viroj kune aĉetis servistinon.
Kvindek soldatoj pafis la tegmenton.
Kvinoble sep estas tridek kvin.
Kviza renkontiĝo kun riĉaj monpremioj.
La Afrika ekonomio estas malforta.
La Afrikanoj batalis kontraŭ Blankulo.
La Anarkiista Organizaĵo estas rekomenciĝanta.
La Arto estas potenca patronino.
La Atlantika oceano estis kvieta.
La Belorusia parlamento voĉdonis same.
La Budho ne estis vegetarano.
La Caro kulpas – fiulo!
La Eklezio estas ĉiam monda.
La Enea rivalo nomiĝas Turno.
La Esperanta literaturo estas juna.
La Eŭropa Unio restas trankvila.
La Fundamento estas nia modelo.
La Grekoj mallevis la lancojn.
La Insulo ŝajnis tre malproksima.
La Jarlibro ankoraŭ ne publikiĝis.
La Koterio plenumis sian funkcion.
La Kristo naskiĝis kaj aperis.
La Kuba revolucio estas malbona.
La Oriento kaj la Okcidento.
La Parizanoj estas gajaj homoj.
La Saĝulo ne estas homama.
La Vikipedio konservas ĉiun ŝanĝon.
La abato ne kredis tion.
La adjudanto tuj komprenis lin.
La admiralo revenis tre kontenta.
La afekcio ankoraŭ ne kvietiĝis.
La afero estas nur eki.
La afero estas tre interesa.
La afero ne estas simpla.
La afero vere odoris malbone.
La afiŝoj sur la vandoj.
La agado daŭras kiel antaŭe.
La aktiveco devas nun esti.
La akumulado de la kapitalo.
La akuzoj estis tre diversaj.
La akvo estis tre malpura.
La aliaj kreas la juron.
La alian mi ne konas.
La alvoko estas akra kvakado.
La amantoj ploris kaj veis.
La amaskomunikiloj atentis la kongreson.
La amasoj havas tro multe.
La amason vi ne ŝatas.
La ampoloj estis poste trovitaj.
La animo ne havas koloron.
La antikvaĵisto rapidis helpi ŝin.
La aparato funkciis ĝis nun.
La argumento estas principe maltaŭga.
La argumentoj estas detale prezentitaj.
La arkivo estas rete konsultebla.
La artikolo enhavas naŭ ligilojn.
La artikolo estas nur ornamaĵo.
La artikolo nun alidirektos ĝuste.
La atingitaj poentoj estas notataj.
La atmosfera premo estis malalta.
La atmosfero estis tute ĉina.
La ava provo ne prosperis.
La avino preĝas religieme, malrapide.
La avino vokis la filon.
La avo tiris la karoton.
La azeno havas multajn kvalitojn.
La aŭdebleco ne estis perfekta.
La aŭguristoj estis tre saĝaj.
La aŭkcion komencas la disdoninto.
La aŭtoro kaj la kritiko.
La aŭtoroj ĝenerale verkis dialekte.
La aŭtuna vento ne ripozis.
La banditestro ne estis malsaĝa.
La banka sekreto estas garantiata.
La bankieroj posedas la teron.
La barilo de la kvardekaj.
La batalo daŭris tre mallonge.
La bazaro estas tre granda.
La bekoj konsistas je platoj.
La belega revo estis finita.
La besto falas kaj konvulsias.
La bestoj sekvis la junulon.
La bibliografio ne estas kompleta.
La bildo estis tre malnova.
La bildoj estas ja realismaj.
La birdo lertas en naĝado.
La bolŝevisma reĝimo tion esceptas.
La boneco estas kiel kandeloj.
La bonhumora elefanto ekrimarkis ĝin.
La bonzo prenis kaj trinkis.
La boteleto ankoraŭ staris nemalfermite.
La bovo kuŝis kelkajn tagojn.
La brando ne bezonas defendanton.
La brulon sekvis la frakaso.
La bruon ni apenaŭ aŭdas.
La brutulo okulumis la rigardantojn.
La bukso preferas oceanan klimaton.
La celebrado daŭras ĉirkaŭ duonmonaton.
La celo ne estas atingita.
La ceteraj foriris por ripozi.
La ceterajn mi ne kalkulas.
La ceteran komparon faru mem.
La cetero estas nur ornamo.
La ceteron oni povas ŝanĝi.
La ceteron rakontos la laboratorio.
La citrono havis sep semojn.
La cunamo atakas ŝian gubernion!
La datado estas cetere neklara.
La daton li metadis mem.
La dek unua kaj duono.
La demando estas en decidemo.
La demando estis multe pridiskutata.
La demando ne plu aktualas.
La demando povas ŝajni senutila.
La demokratio ja valoris masakron.
La departemento estis plejparte montara.
La deveno de la kiso.
La deviga edukado estu senpaga.
La difinoj estas miaj propraj.
La dimanĉa posttagmezo estis libera.
La dio volis provi ilin.
La dioj ordonas al vi!
La diskuto ne estas finita.
La distanco inter du ĉefpulsoj.
La diversaj raportoj estas pretaj!
La doktoro jam estis for.
La dokumento estas unuavice Letero.
La doloro de tatuado varias.
La doloro neniel povis kuraciĝi.
La domo apartenas al li.
La domo havis du enirejojn.
La domon ŝi devis forlasi.
La dormejo ne havas lifton.
La dormo kompatis lin finfine.
La du fratinoj obstine silentis.
La du problemoj estas eviteblaj.
La dua devigo estas matematika.
La dua estas de konstruaĵo.
La dua estas la socialigo.
La dua malŝalto estis planita.
La duaj male nenion bedaŭras.
La duboj estis ofte religiaj.
La edziniĝo mem montras tion.
La edzino daŭrigis, citante min.
La edzino ricevis la leteron.
La edzo ellitiĝis por pisi.
La edzo ofendiĝis kaj silentis.
La efiko ne estas akumula.
La eko de senfina enuo.
La ekoregiono estas krize endanĝerigata.
La ekoregiono estas krize endanĝerigita.
La ekoregiono estas tre endanĝerigita.
La ekskursa tago rapide forflugis.
La ekspertoj pridubos siajn konkludojn.
La ekspozicio meritas la atenton.
La eldonaĵo vokas kontraŭdirajn sentojn.
La elementa edukado estu deviga.
La emocio sufokadas mian gorĝon.
La enhavo estas pli fleksebla.
La enhavo estas ĉefe beletra.
La enketisto aŭskultis ŝin atente.
La enketo plejeble estos senfina.
La enkonduko prezentas la enhavon.
La ensemblo koncertas tre ofte.
La entropio do spontane plialtiĝas.
La eraro estas tro kruda.
La eraroj estas sufiĉe malgrandaj.
La esperanta estas pacifisma popolo.
La espero neniam estas perdita.
La esprimo igas nin malsanaj.
La estonteco apartenas al ni.
La estonteco estas tre longa.
La etikedo estis sendifekta, legebla.
La etoso certe estos agrabla.
La etoso estas tre agrabla.
La etoso estis tre gaja.
La eventaro estis relative sukcesa.
La evento efektive estis stranga.
La eventoj okazas foje subitege.
La eventon partoprenis ankaŭ neesperantistoj.
La facilrompan povas facile dissplitigi.
La falsajn tradukojn mi kolektas.
La fama usona kolumnisto ŝercis.
La faraono jam estis laca.
La farmistoj miris kaj ekmaltrankviliĝis.
La fatala nuda, roka monto.
La feino restis tute enpensiĝa.
La feliĉon vi ne aĉetos.
La fervoja kontakto estas bona.
La festivalo estis tre interesa.
La feston de la popolo.
La festotago finiĝis per dancamuzoj.
La festparoladon faris la urbestro.
La fideleco al baptaj promesoj.
La filmeto kortuŝis min profunde.
La filmo estas nun havebla.
La filmo impresis min strange.
La filmo plaĉis al mi.
La filo havis la rajton.
La filo obeis sian patron.
La filoj amas la gepatrojn.
La fina rezulto ŝajnas klara.
La financa horizonto iom heliĝis.
La fizikaj leĝoj estas neskueblaj.
La fiŝa supo estas preta.
La fiŝisto, ankoraŭfoje palpebruminte, malaperis.
La flago ne estas simetria.
La flavaj kolumoj persekutas min.
La fluo bone portas nin.
La fonduo havas jarcentan tradicion.
La fonto estas Dio mem.
La forfrotiĝinta tavolo daŭre renoviĝas.
La forkondukintoj ne kaŝis sin.
La forno ne estis hejtita.
La forumo okazis poste ĉiujare.
La fotisto ĉagreniĝis pro tio.
La francaj nur duone taŭgas.
La fritaĵo estis tre bongusta!
La frukto devenas el floro.
La frukto havas kelkajn pikilojn.
La fruktoj maturiĝas en aŭtuno.
La fuŝagitisto neniam estas kontenta!
La gardisto ektimis, vokis helpon.
La gastantoj ŝatis niajn pladojn.
La gastoj kaj gastigantino butikumis.
La gastoj ĉiuj laŭte ekĝojegis!
La gazetaro ŝategas tiajn skandalojn!
La gemaljunulojn logas la sudo.
La genro de la vorto.
La geologo streĉis la kondukŝnuron.
La geologo ĵetis rigardon malsupren.
La gepatra amo estas nelimigata.
La gepatroj amas la filojn.
La gepatroj estas unuarangaj parencoj.
La germano forestis senfine longe.
La germano, mortbatita de mi.
La gestoj helpas nian memorkapablon.
La golulo havas kaptajn gantojn.
La granda laboro de purigo!
La granda mono troviĝas aliloke.
La granda nigra hundo bojas.
La grenadoj falis sur kampon.
La griza pulvoro ĉesis efiki.
La groso formas pikan arbuston.
La grunda ofensivo tuj fiaskis.
La grupo definitive elektis estraron.
La grupo havas tridekjaran tradicion.
La gubernia ĉefurbo estas Hiroŝimo.
La gubernia ĉefurbo estas Nagasako.
La gvidanto rifuzas akcepti ĝin.
La haltigitaj aŭtoj iome moviĝas.
La hebreo sendube estis freneza.
La hirundo jam estas for.
La histriko ĵetas pinglojn ĉie.
La hobojo estas ligna blovinstrumento.
La homamaso ekzumis kaj ekŝanceliĝis.
La homaro konsistas el homoj.
La homo de mia staturo.
La homo havas dek fingrojn.
La homo kaj la ekonomio.
La homo kaj la laboro.
La homo kaj la naturo.
La homo kaj la povo.
La homo kaj li mem.
La homo kapjesis kaj malaperis.
La homo venkis sennombrajn obstaklojn.
La homoj estas semantike kondiĉitaj.
La homoj estis apatiaj, malparolemaj.
La homoj estis same simpatiaj.
La homoj estis vere ekscitiĝintaj.
La homoj malgaje ekridis, disiris.
La hospitalo ne estas lernejo.
La humaneco montriĝas ankaŭ alimaniere.
La hundo estas tre fidela.
La hundo rapide komencas kuri.
La hundo trakuris la straton.
La hundoj estas tre fidelaj.
La hurlo rompiĝis same neatendite.
La ideo estas sufiĉe simpla.
La idistoj perdis la balotrajton.
La imperiestro kaj la burlesko.
La indiko estis preskaŭ definitiva.
La industrio estas malpli grava.
La infaneco montras la printempon.
La infano ekrigardis kaj kapjesis.
La infano naskiĝis tre malforta.
La infano sentas sin solece.
La infanoj estis tre atentemaj.
La infanoj havis proprajn programerojn.
La ino demetas unu ovon.
La ino ne havas ruĝon.
La insektoj vivas en Eŭrazio.
La instinktoj venas de Dio!
La insularo havas vulkanan devenon.
La insulo estas natura rezervejo.
La interparolo estis mallonga, afabla.
La interparolo ne daŭris longe.
La interparoloj estas viglaj, interesaj.
La involukraj folioj estas pikaj.
La jenaj aferoj estas anglalingvaj.
La judismo malakceptas ambaŭ vidpunktojn.
La juna infano estas malgranda.
La juna tribestro montriĝis profeto.
La junulino mallevis la okulojn.
La junulinojn estis akompananta Urania.
La juĝisto ordonis publikan ekzekuton.
La kampadejo ne estis malkonstruita.
La kamparanoj grandkvante fuĝis aliloken.
La kamparanojn anstataŭigis profesiaj kultivistoj.
La kanajloj baldaŭ atingos nin.
La kantado estas agrabla okupo.
La kanto estas tre ĝojiga.
La kapitano pensis vidi fantomon.
La kastelo mem estas admirinda.
La kato preferas varman klimaton.
La kato vokis la muson.
La kaŭzo estas tre simpla.
La kaŭzo ne estas sciata.
La kernaj teamanoj de lernu!
La kerno ne ŝanĝiĝas ĉiukaze.
La kialo estas tre simpla.
La kialoj estas tute klaraj.
La kialon mi jam priskribis.
La kiso brulvundis ŝian koron.
La klarigo estas tre simpla.
La klarigon ĝi eble enhavos.
La knabino interesas min pli.
La knabino kisis sian patrinon.
La knabino kreskis sen amikinoj.
La knabino kunkantis, ĉiuj aplaŭdis.
La knabino mallevis la manojn.
La knabo ekvidas la ĉerizon.
La knabo forpelis la birdojn.
La knabo kvazaŭ tion atendis.
La knaboj decidas trovi ĝin.
La knaboj eĉ sen paltoj.
La knaboj malrapidigis sian remadon.
La kolo estas blankanigra punkteca.
La kolo estas neniom razita.
La koloro estas vera ruĝa.
La komitatanoj havas trijaran oficperiodon.
La kompatindaj germanoj ĝuis silente.
La komprenon tio ne malhelpas.
La komputilo nun akceptas ĉion.
La komunejo estas la programaro.
La komunumo bezonas niajn agojn.
La kondamnoj estis absolute sovaĝaj.
La konduto estas ankaŭ pruvebla.
La konkurenco fortas kaj kreskas.
La konkursoj tiam ne okazis.
La konsekvencoj ne postulas komentojn.
La konservativuloj nun estas plimulto.
La konsilianoj estas periode ŝanĝataj.
La konstruaĵo estas tre bela.
La konstruaĵo estis iam hospitalo.
La konstruaĵo ŝanceliĝis kaj disfalis.
La konstruo estas nekredeble luksa!
La kontaktojn ni daŭrigos kompreneble.
La kontestantoj disponas tamen atuton.
La kontinentaj influoj estas rimarkindaj.
La kontraŭaviadilaj kanonoj same eksilentis.
La kontraŭjudismo montris diversajn direktojn.
La konversacio donis neniajn rezultojn.
La koro doloris pro kompato.
La korpo entenas la animon.
La korpo falas en putradon.
La korpo havas mirindan saniĝkapablon.
La korpo prenos sian predon.
La korvoj elektis la ilon.
La koverton mi adresos mem.
La kravato estis akre bunta.
La kreado povus fariĝi amuzo.
La kredantoj pilgrimas al ili.
La krimulo iras al kazino.
La kriterioj estas simple literaturaj.
La kuko estas jam kuirita.
La kultejoj ne estas neŭtralaj.
La kunveninta homamaso timeme silentis.
La kupeo estis preskaŭ plena.
La kuracisto fleksiĝinte skribis recepton.
La kuracisto ne respondis tuj.
La kurso estas praktika programo.
La kvar muroj estas flavaj.
La kvinpaĝa dokumento estas eksterordinara.
La laboraĵo estas tre interesa.
La laboristoj en la vinberejo.
La laboristoj ne havas patrolandon.
La laboro nur apenaŭ komenciĝis.
La laco jam komencis venki.
La laco, evidente, estis granda.
La lampolumo ĵetiĝis al li.
La lanaj pakaĵoj venis plurfoje.
La lando ne plu stireblas.
La lasta servo por mi.
La lastajn metrojn ni montgrimpis.
La latina futuro estas forlasita.
La laĉado ne longe daŭris.
La laŭleĝa proprieto estis pridubita.
La lernantoj estas nomataj liceanoj.
La leĝaro samas por ĉiu.
La libeloj flugas tre bone.
La libristo bonege ŝin komprenis.
La libro estas tre altira.
La libro estas tre luma.
La libro mem estas senriproĉa.
La libro verŝajne estas ruslingva.
La librotenisto estis tute konsterniĝinta.
La lingvo estas individua fenomeno.
La linio ne plu ekzistas.
La listo estas nun konstruata.
La logiko estas iom nekonvinka.
La loko vere indas viziti.
La lokon, tamen, estas perfekta.
La longaj kruroj estas flavaj.
La longtempa celo ne ŝanĝiĝis.
La loĝantaro esta grandparte katolika.
La loĝejo de la braveco!
La loĝejoj estas veraj kahelfornoj.
La ludo ĉiam estas memvola.
La lupo enŝovis la voston.
La malamiko estis en ni.
La malamikoj postkuris sufiĉe proksime.
La maldekstruloj kritikas tiun starpunkton.
La maldika oficisto plu staris.
La maldiligenta ĝardenisto tuj konsentis.
La malgajninto devas eltrinki botelon.
La malgranda serpento rampis antaŭen.
La malhumaneco de la sistemo.
La maljuna Hektoro ankoraŭ hezitis.
La maljuna vulpo iomete paliĝis.
La maljunulino subite ekhurlis, ŝanceliĝis.
La maljunulo estas tre emociigita.
La maljunulo ne deziras kredi.
La maljunuloj havis timigan aspekton.
La mallongan oni ne markas.
La mallumo malhelpis al celado.
La malnova tekruĉo vaporante siblis.
La malsano de la homoj.
La malsaĝulo = ĉiuj malsaĝuloj.
La mamo jam estas senbezona.
La manĝo estis plej plaĉa.
La masklo faras ondecajn flugojn.
La maskloj plenaĝaj emas soleci.
La mastro mire lin rigardis.
La matenmanĝo vere estis altnivela.
La materialoj, vokantaj neniajn dubojn.
La medio estis la malamiko.
La membranoj ligiĝas per ŝnuroj.
La memkritikoj estas tre amuzaj.
La memorkapablon vi perdis, patrinjo!
La menciitaj difektoj plejparte malaperis.
La mendita filmisto ne alvenis.
La mensoj kiuj estas inteligentaj.
La mestizoj parolas la hispanan.
La metio estis efektive laciga.
La metodo baziĝas sur verŝajneco.
La mezaĝa fariĝis grava bienulo.
La militistoj kaŝiĝis post arbustoj.
La ministro venigis siajn servantojn.
La moderna mondo estas alia.
La modifanto sekvas la modifaton.
La monda ekonomio restas ĥaosa.
La mondo aspektis tute hororigante.
La mondo estas en disfalo.
La mondo estas kiel paperaĵo.
La mondo estas sankta ujo.
La mondo tamen ne pereos.
La mondo tiel bezonas ĝin!
La monto havas diversajn kavernojn.
La motoro ne deziris starti.
La muskolaj ĉeloj formas histojn.
La muzeo pri moderna arto.
La muzikaĵo estis bela, dankon.
La muziko estas aldonita poste.
La nekonata estonto alproksimiĝas nin.
La nerva prilaborado varias ege.
La nokta Parizo prezentis surprizojn.
La noktan mallumon dispelas aŭroro.
